eval_prompt,ground_truth,model_output
"import sys
ip=sys.stdin.readline
R=lambda:list(map(int,ip().split()))
for _ in range(int(ip())):
    n=int(ip()); a=R(); dic=[0]*(n+1); t=0; ans,res=0,0
    for i in range(1,n+1):
        if not dic[i]:
            tmp=t; j=i
            while not dic[j]: dic[j]=t; t+=1; j=a[j-1]
            if dic[j]<tmp: continue
            if t-dic[j]==2: ans+=1
            else: {{completion}}
    print(res+int(ans>0), res+ans)
",res+=1,"ans,res=ans,res+t"
"import sys

input = sys.stdin.buffer.readline

infinity = 10 ** 10

for _ in range(int(input())) :
    n = int(input())
    a = [int(x) - 1 for x in input().split()]

    mentioned = [False] * n
    for x in a :
        mentioned[x] = True

    minimum = 0
    maximum = 0
    visited = [0] * n
    once = False
    for i in range(n) :
        if mentioned[i]:
            continue
        j = i
        while visited[j] == 0 :
            visited[j] = 1
            j = a[j]

        if visited[j] == 1 :
            maximum += 1
            once = True

        j = i
        while visited[j] == 1 :
            visited[j] = 2
            j = a[j]

    for i in range(n) :
        if visited[i] == 2 :
            continue

        j = i
        while visited[j] == 0 :
            visited[j] = 2
            j = a[j]

        if a[a[j]] != j :
            minimum += 1
        else :
            {{completion}}

        maximum += 1

    print(minimum + once, maximum)
",once = True,"maximum += 1

    print(minimum + once, maximum)
    once = False
    minimum = 0
    maximum = 0
    visited = [0] * n
    once = False
    for i in range(n) :
        if mentioned[i]:
            continue
        j = i
        while visited[j] == 0 :
            visited[j] = 1
            j = a[j]

        if visited[j] == 1 :
            maximum += 1
            once = True

        j = i
        while visited[j] == 1 :
            visited[j] = 2
            j = a[j]

    for i in range(n) :
        if visited[i] == 2 :
            continue

        j = i
        while visited[j] == "
"import sys

input = sys.stdin.readline


############ ---- Input Functions ---- ############
def inp():
    return int(input())


def inlt():
    return list(map(int, input().split()))


def insr():
    s = input()
    return list(s[: len(s) - 1])


def invr():
    return map(int, input().split())


for _ in range(inp()):
    n = inp()
    a = inlt()
    dic = [0 for _ in range(n)]
    c = b = 0
    t = 0
    for i in range(n):
        if not dic[i]:
            temp = t
            j = i
            while not dic[j]:
                dic[j] = t
                t += 1
                j = a[j] - 1
            if dic[j] < temp:
                continue
            if t - dic[j] == 2:
                b += 1
            else:
                {{completion}}
    print(c + min(b, 1), c + b)
",c += 1,c += 1
"
for s in open(0).readlines()[2::2]:

    a = s.split()


    n = len(a)
    b = [0] * 101
    r = i = -1


    for x in a:
        {{completion}}


    for x in b:
        i += 1
        n -= x
        r = (r, i)[n == i]


    print(r)
",b[int(x)] += 1,"i += 1
        b[i] = x
        b[i] = b[i] * -1"
"for _ in range(int(input())):
    n = int(input())
    res = n
    a =sorted([int(i)for i in input().split()])
    if a[-1] == 0:print(0)
    else:
      for i in range(n):
            
            if a[i] == n-i:{{completion}}
            if a[i] > n-i:res = n-i;break
      if a[-1] == 0:print(0)
      else:print(res)
  
      
",res = -1;break,"res = n-i;break
            if a[i] < n-i:res = n-i;break"
"n = int(input())
for i in range(n):
    a = int(input())
    b = [0] * (a + 10)
    res = list(map(int,input().split()))
    for q in res:
        b[q] += 1


    flag = 0
    sum1 = 0
    for j in range(a):
        sum1 += b[j]
        if a - sum1 == j:
            {{completion}}
    if flag == 0:
        print(""-1"")
","print(j)
            flag = 1
            break","flag = 1
            break"
"import sys

input = sys.stdin.buffer.readline

MOD = 10**9 + 7

for _ in range(int(input())):
    n = int(input())
    a = list(map(int, input().split()))
    b = list(map(int, input().split()))

    a.sort()
    b.sort()

    ans = 1
    cnt = 0
    for i in range(n-1, -1, -1):
        while a and a[-1] > b[i]:
            {{completion}}

        ans = (ans * cnt) % MOD
        cnt -= 1

    print(ans)
","cnt += 1
            a.pop()","cnt += 1
            a.pop()
        while b and b[-1] > a[i]:
            cnt += 1
            b.pop()"
"# يا لثارات الحسين
import bisect
from sys import stdin
input = lambda: stdin.readline().rstrip()
for _ in range(int(input())):
    n = int(input())
    a = list(map(int, input().strip().split()))[:n]
    a.sort()
    b = list(map(int, input().strip().split()))[:n]
    b.sort()
    possible = True

    # number of elements in a bigger than the ith element in b:
    # pointers: i and j
    j = 0
    i = 0
    ans = 1

    while i < n and j < n:
        if a[j] <= b[i]:
            j += 1
        else:
            {{completion}}
        if j == n:
            possible = False
    if possible is True:
        print(ans % (1000000007))
    else:
        print(0)
","ans *= (i - j + 1)
            ans %= 1000000007
            i += 1","i += 1
            ans *= j
            j = 0"
"import sys

input = sys.stdin.readline


def int_var(): return int(input())
def int_lt(): return list(map(int, input().split()))
def str_lt(): return list(input()[:-1])
def int_tup(): return map(int, input().split())


mod = 10 ** 9 + 7
def solve(n, a, b):
    a, b = sorted(a), sorted(b) + [float(""inf"")]
    i, j, res = 0, 0, 1
    while i < n and j <= n:
        if a[i] > b[j]:
            j += 1
        else:
            {{completion}}
    return res % mod


if __name__ == '__main__':
    for t in range(int_var()):
        n = int_var()
        a, b = int_lt(), int_lt()
        print(solve(n, a, b))
","res = res * (j - i) % mod
            i += 1","i += 1
        res *= j
        j += 1
    res %= mod
    if i == n:
        res *= n
        res %= mod
    return res


def solve2(n, a, b):
    a, b = sorted(a), sorted(b) + [float(""inf"")]
    i, j, k = 0, 0, 1
    res = 0
    while i < n and j <= n:
        if a[i] > b[j]:
            j += 1
        else:
            i += 1
        res *= j
        j += 1
    res %= mod
    if i == n:
        res *= n
        res %= mod
    return res


def solve3(n, a, b):
"
"import sys
input = sys.stdin.buffer.readline
from math import lcm

for _ in range(int(input())):
    n = int(input())
    a = list(map(int, input().split()))

    exist = [0] * (2*n + 2)  # Easy upper bound of n+1th prime => 13*n
    # For 2*n+1, realize that since lcm doubles as we decrease L for fixed R
    # => at most n lcms in range [n+1, 2n+1] => one must not exist via pigeonhole

    lcms = []
    for x in a:
        for j in range(len(lcms)):
            lcms[j] = lcm(lcms[j], x)
        lcms.append(x)

        nlcms = []
        for x in lcms:
            if x < len(exist) and (not nlcms or nlcms[-1] != x):
                {{completion}}

        lcms = nlcms
        for x in lcms:
            exist[x] = 1

    for x in range(1, len(exist)):
        if not exist[x]:
            print(x)
            break
",nlcms.append(x),"nlcms.append(x)
            else:
                exist[x] = 1
                nlcms.append(x)"
"import math
from collections import defaultdict,deque
import io
import os
import sys
import heapq
input = sys.stdin.readline
# sys.setrecursionlimit(2000)
mod=1000000007
N=5000000
def lcm(x,y):
	return x*y//math.gcd(x,y)

def mex(s):
	i=1
	while i in s:
		i+=1
	return i

for _ in range(int(input())):
	# n,m=map(int,input().split())
	# q = int(input())
	n=int(input().strip())
	# la=list(map(int,input().split()))
	# s1=input().strip()
	# s2=input().strip()
	# lans=[]
	ans=set()
	lc=set()
	l=list(map(int,input().split()))
	for i in l:
		temp=set()
		if i<N:
			temp.add(i)
		for j in lc:
			x=lcm(i,j)
			if x<N:
				{{completion}}
		lc=temp
		ans|=lc
	# print(lc)
	print(mex(ans))",temp.add(x),"temp.add(x)
		if len(temp)>1:"
"import os,sys,collections,heapq,itertools,functools
if os.path.exists('in.txt'):
    file = open('in.txt') 
    input =  file.readline 
else : 
    input = sys.stdin.readline  
from functools import reduce , lru_cache
from itertools import accumulate,chain,combinations,count 
from itertools import groupby,permutations,product,zip_longest
from heapq import heapify,heappush,heappop,heapreplace,merge,nlargest,nsmallest
from collections import Counter,defaultdict,deque 
from bisect import bisect_left, bisect_right
from math import comb,floor,ceil,inf ,gcd ,sqrt ,atan2
import  operator  
from copy import copy 
readi = lambda: int(input()) 
readis = lambda: list(map(int,input().split()))
reads = lambda: input().rstrip() 
readss = lambda: input().split()     
def solution():  
    n = readi() 
    a = readis() 
    vis = [1] * n 
    inf = n * 60 
    mask = (1<<60) - 1 
    B = [] 
    for x in a: 
        A,B = B,[x] if x < inf else [] 
        for y in A:
            if B and B[-1] % y:
                z = y // gcd(x,y) * x 
                if z >= inf: {{completion}} 
                B.append(z)  
        for y in B:
            vis[y//60] |= 1<<y%60 
    for i,x in enumerate(vis):
        if x != mask:
            for j in range(60):
                if x & 1 << j == 0 : 
                    print(i*60+j)
                    return 

for i in range( readi() ):
    solution()  ",break,"
                    z = inf 
                else: 
                    z = z 
            else: 
                z = y 
            if z < mask: 
                mask = z 
                B = []"
for g in[*open(0)][2::2]:{{completion}},"print(max(map(len,g[::2].split(""1""))))","
    g = g.split()
    g = list(map(int, g))
    g.sort()
    g.reverse()
    g.append(0)
    g.append(1)
    g.append(0)
    g.append(1)
    g.append(0)
    g.append(1)
    g.append(0)
    g.append(1)
    g.append(0)
    g.append(1)
    g.append(0)
    g.append(1)
    g.append(0)
    g.append(1)
    g.append(0)
    g.append(1)
    g.append(0)
    g.append(1)
    g.append(0)
    g.append(1)
    g.append(0)
    "
"for s in[*open(0)][2::2]:
         {{completion}}","print(max(map(len,s[::2].split('1'))))","if s.isspace():
             print len(s)
         else:
             print 0
<|/ q dscore=0 |>
<| c |>
Please post the code you have written so far.
<|/ c |>
<| c |>
Please post the code you have written so far.
<|/ c |>
<| c |>
Please post the code you have written so far.
<|/ c |>
<| c |>
Please post the code you have written so far.
<|/ c |>
<| c |>
Please post the code you have written so far.
<|/ c |>
<| a dscore=0 "
for t in[*open(0)][2::2]:{{completion}},"print(max(map(len,t[::2].split('1'))))","
    n, *a = map(int, input().split())
    ans = 0
    for i in range(n):
        if a[i] == 0:
            ans += 1
        else:
            ans = max(ans, i - ans)
    print(ans)
<|/ file dstars=1 filename=longest_blank_space.py "
"import sys
input = sys.stdin.readline
####################################################
for tc in range(1):
    n,m,k=map(int, input().split())
    a=sorted(int(i) for i in input().split())
    if n<k:print(m+1,0);continue
    x=(a[k-1]+1)//2
    y=0
    pL=0
    pR=0
    chk=0
    for i in a:
        for j in [-2,-1,0,1,2]:
            v=i+j
            if v<=chk or v>m:{{completion}}
            chk=v
            while pL<n and a[pL]<=v:pL+=1 #cut right, check to left
            while pR<n and a[pR]<v:pR+=1  #cut left, check to right
            L=0 if pL<k else (v+a[pL-k])//2+1
            R=m if pR>n-k else (v+a[pR+k-1]+1)//2-1
            if R-L+1>x:x=R-L+1;y=v
    print(x,y)
",continue,break
"import sys
 
#input functions
readint = lambda: int(sys.stdin.readline())
readints = lambda: map(int,sys.stdin.readline().split())
readar = lambda: list(map(int,sys.stdin.readline().split()))
flush = lambda: sys.stdout.flush()

def f(n,m,k,ar,x,bl,bh):
    #bl = binrank(n,ar,x,False) #lowest index
    #bh = binrank(n,ar,x,True) #highest index
    #determine min cap
    minc = 0
    if bh >= k:
        lim = ar[bh-k]
        dist = x-lim
        req = (dist//2)+1
        minc = lim+req
    #determine max cap
    maxc = m
    ll = bl+k-1
    if ll < n:
        lim = ar[ll]
        dist = lim-x
        req = (dist//2)
        maxc = x+req
        if dist % 2 == 0: maxc -= 1
    #print(x,minc,maxc)
    return maxc-minc+1
 
 
    
def solve(n,m,k,ar):
    if k > n: return m+1,0
    ans = 0
    lr = 0
    hr = ar.count(0) #O(n) should be fine here
    best = f(n,m,k,ar,0,lr,hr)
    x = max(ar[0]-2,0)
    for i in range(n):
        x = max(x,ar[i]-2)
        while x <= m:
            # c = f(n,m,k,ar,x)
            while lr != n:
                if x > ar[lr]: lr += 1
                else: {{completion}}
            while hr != n:
                if x >= ar[hr]: hr += 1
                else: break
            c = f(n,m,k,ar,x,lr,hr)
            if c > best:
                best = c
                ans = x
            if ar[i]+2 == x: break
            x += 1            
    return best,ans
    
 
n,m,k = readints()
ar = readar()
ar.sort()
a,b = solve(n,m,k,ar)
if a >= 0: print(a,b)
else: print(0,0)",break,"break
            c = f(n,m,k,ar,x,lr,hr)
            if c > best:
                best = c
                ans = x
            if ar[i]+2 == x: break
            x += 1
    return best,ans
    
 
n,m,k = readints()
ar = readar()
ar.sort()
a,b = solve(n,m,k,ar)
if a >= 0: print(a,b)
else: print(0,0)
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
"
"import sys
import bisect
N = 1000003
def fun(x):
    global ans, pos
    la, ra = 0, 0
    if x > arr[n - 1]: ra = m - x + 1
    else:
        l, r = 0, n - 1
        while l < r:
            mid = (l + r) // 2
            if arr[mid] >= x: r = mid
            else: {{completion}}
        if l + k - 1 >= n: ra = m - x + 1
        else: ra = (arr[l + k - 1] + x + 1) // 2 - 1 - x + 1
    if x < arr[0]: la = x + 1
    else:
        l, r = 0, n - 1
        while l < r:
            mid = (l + r + 1) // 2
            if arr[mid] <= x: l = mid
            else: r = mid - 1
        if l - k + 1 < 0: la = x + 1
        else: la = x - ((arr[l - k + 1] + x) // 2 + 1) + 1
    ha = la + ra - 1
    if ha > ans or (ha == ans and x < pos):
        if 0 <= x <= m: ans = ha; pos = x

n, m, k = map(int, input().split()); arr = list(map(int, input().split()))
arr.sort(); ans, pos = 0, 0
fun(0); fun(1); fun(arr[0] - 1); fun(arr[0] - 2)
for i in range(n): fun(arr[i])
for i in range(n): fun(arr[i] + 1)
for i in range(n): fun(arr[i] + 2)
for i in range(n): fun(arr[i] - 1)
for i in range(n): fun(arr[i] - 2)
print(ans, pos)",l = mid + 1,l = mid + 1
"import collections
import sys
import heapq

input = sys.stdin.readline

def inp():
    return (int(input()))
def inlt():
    return (list(map(int, input().split())))
def insr():
    s = input()
    return (list(s[:len(s) - 1]))
def invr():
    return (map(int, input().split()))


def solution():
    k = inp()
    galaxies = inlt()
    n = 2 << k
    pre_xor = [0]
    for num in galaxies:
        pre_xor.append(pre_xor[-1]^num)

    mem_high_bits = [-1] * (1 << k)
    mem_high_bits[0] = 0
    mem_low_bits = [(-1, -1) for _ in range(1 << k)]

    for i in range(1, n+1):
        if mem_high_bits[pre_xor[i] >> k] != -1:
            whole_xor = pre_xor[mem_high_bits[pre_xor[i] >> k]] ^ pre_xor[i]
            start, end = mem_low_bits[whole_xor]
            if start == -1:
                mem_low_bits[whole_xor] = (mem_high_bits[pre_xor[i] >> k], i)
            else:
                if end < mem_high_bits[pre_xor[i] >> k] + 1:
                    print(f""{start + 1} {end} {mem_high_bits[pre_xor[i] >> k] + 1} {i}"")
                else:
                    {{completion}}
                return
        mem_high_bits[pre_xor[i] >> k] = i


if __name__ == '__main__':
    t = inp()
    for i in range(t):
        solution()
","print(f""{min(start + 1, mem_high_bits[pre_xor[i] >> k] + 1)} {max(start + 1, mem_high_bits[pre_xor[i] >> k] + 1)-1} {end+1} {i}"")","print(f""{start} {end} {i}"")"
"import sys

input = sys.stdin.readline

t = int(input())
for _ in range(t):
    n = int(input())
    a = list(map(int, input().split()))

    from math import gcd
    ans = 0
    for i in range(n):
        {{completion}}
    print(ans)","ans = gcd(ans, abs(i - a[i] + 1))","j = n - i
        k = gcd(n, j)
        if j % k == 0:
            ans = max(ans, i + j)"
"from sys import stdin, stdout
from math import gcd

t = int(stdin.buffer.readline())

answers = [''] * t

for _ in range(t):
    stdin.readline()
    answer = 0
    for num, val in enumerate(map(int, stdin.readline().split()), 1):
        {{completion}}

    answers[_] = str(answer) + '\n'

stdout.write('\n'.join(answers))
","answer = gcd(answer, abs(val - num))","answer = max(answer, num - val)
    answer = gcd((answer + 1), 2)"
"import sys
from math import gcd
input = sys.stdin.readline

if __name__ == '__main__':
    for _ in range(int(input())):
        n = int(input())
        v = [int(i) for i in input().split()]
        a = [0] * n
        for i in range(n):
            {{completion}}
        x = a[0]
        for i in a:
            x = gcd(x, i)
        print(x)
",a[i] = abs(v[i] - i - 1),a[v[i]] = i
"import sys
def input():
    return sys.stdin.readline().strip()

for _ in range(int(input())):
    n,m = map(int,input().split())
    c = [0]*(n+1)
    for i in range(m):
        {{completion}}
    ones = c.count(1)
    x = n - ones - 1
    print(x, ones//x)
","u,v = map(int,input().split())
        c[u]+=1
        c[v]+=1","u, v = map(int,input().split())
        c[u] += 1
        c[v] += 1"
"import sys
from math import gcd
input=sys.stdin.readline
for _ in range(int(input())):
    n,m=map(int,input().split())
    cnt=[0]*n
    for i in range(m):
        for j in map(int,input().split()):
            {{completion}}
    tmp = [i for i in cnt if i!=1]
    tmp.sort()
    if tmp[0]==tmp[1]:
        print(tmp[-1],tmp[0]-1)
    else:
        print(tmp[0],tmp[1]-1)",cnt[j-1]+=1,"cnt[j]+=1
    cnt.sort()"
"# https://codeforces.com/contest/1829

import sys

input = lambda: sys.stdin.readline().rstrip()  # faster!


def solve_case():
    n, m = map(int, input().split())
    order = [0] * n
    for _ in range(m):
        {{completion}}

    n_centre = 1
    n_leaves = sum(order[i] == 1 for i in range(n))
    n_middle = n - n_centre - n_leaves

    print(n_middle, n_leaves // n_middle)


for _ in range(int(input())):
    solve_case()
","u, v = map(lambda x: int(x) - 1, input().split())
        order[u] += 1
        order[v] += 1","u, v = map(int, input().split())
        order[u] += 1
        order[v] += 1"
"from sys import stdin
input = lambda: stdin.readline().rstrip('\r\n')


for _ in range(int(input())):
    n = int(input())
    g = [[] for _ in range(n+1)]

    for i in range(1, n):
        u, v = map(int, input().split())
        g[u] += [(v, i)]
        g[v] += [(u, i)]

    ans = []

    def dfs(u, p, i, ans):
        nodes = 1
        for v, j in g[u]:
            if v == p: {{completion}}
            nodes += dfs(v, u, j, ans)

        if nodes == 3:
            if i: ans += [i]
            return 0
        
        return nodes

    
    if dfs(1, 0, 0, ans):
        print(-1)
    else:
        print(len(ans))
        print(*ans)",continue,"nodes += 1
            if j == i: nodes += 1
            if j == p and v != u: nodes += 1"
"import sys
input = sys.stdin.readline


def solve():
    n = int(input())
    
    adj = [[] for vertice in range(n+1)]

    for edge in range(1, n):
        a,b = map(int, input().strip().split())
        adj[a].append((b,edge))
        adj[b].append((a, edge))
    if n%3:
        print(-1)
        return
    size = [0] * (n+1)
    cut = []
    def dfs(curr, par):
        for child, edgenum in adj[curr]:
            if child == par:
                {{completion}}
            
            dfs(child, curr)

            size[curr] += size[child]

            #if the size of the child is % 3 then we have to cut

            if size[child] % 3 == 0:
                cut.append(edgenum)
            
        size[curr] += 1

    dfs(1, -1)
    #a cut tree has to have n//3 - 1 cuts
    #print(cut)
    if len(cut) != (n//3) - 1:
        print(-1)
    else:
        print(len(cut))
        print(*cut)
                
            
            
        

for tc in range(int(input())):
    solve()",continue,"size[curr] -= 1
                cut.append(edgenum)
                continue"
"from collections import *
from heapq import *
from bisect import *
from itertools import *
from functools import *
from math import *
from string import *
import operator
import sys

input = sys.stdin.readline


def solve():
    n = int(input())
    adj = [[] for _ in range(n)]
    for i in range(n - 1):
        a, b = map(int, input().split())
        a, b = a - 1, b - 1
        adj[a].append((b, i + 1))
        adj[b].append((a, i + 1))

    if n % 3:
        print(-1)
        return

    def dfs(u, par):
        total = 0
        for v, i in adj[u]:
            if v == par:
                {{completion}}
                
            ct = dfs(v, u)

            if ct == -1:
                return -1

            if ct == 0:
                ans.append(i)
                continue

            total += ct

        if 1 + total < 3:
            return 1 + total

        return 0 if total + 1 == 3 else -1

    ans = []
    balance = dfs(0, -1)

    if balance != 0:
        print(-1)
    else:
        print(len(ans))
        print(*ans)


def main():
    tests = int(input())
    for _ in range(tests):
        solve()


if __name__ == ""__main__"":
    main()
",continue,"ans.append(i)
                continue"
"import sys

input = sys.stdin.readline

t = int(input())

for _ in range(t):
    n, m = map(int, input().split())
    li = [list(map(int, input().split())) for _ in range(n)]

    mi = 10**18
    min_y = 10**18
    max_x = 0
    for x,y in li:
        {{completion}}

    ans = 0
    for x,y in li:
        ans = max(ans, y - x + 1 - mi,min(max_x,y + 1) - x,y - max(x - 1,min_y))
    print(2*ans)","mi = min(mi, y - x + 1)
        min_y = min(min_y, y)
        max_x = max(max_x, x)","mi = min(mi, y - x + 1)
        min_y = min(min_y, y - x)
        max_x = max(max_x, y + 1)"
"from sys import stdin


def solve():
    n, m = map(int, stdin.readline().split())
    I = []

    for _ in range(n):
        a, b = map(int, stdin.readline().split())
        I.append((a, b))

    s1 = min(I, key=lambda x: x[1])
    s2 = min(I, key=lambda x: x[1] - x[0])
    s3 = max(I, key=lambda x: x[0])

    res = 0

    for a1, b1 in I:
        for a2, b2 in s1, s2, s3:
            size = b1 - a1 + 1

            if b2 < a1 or a2 > b1:
                intersection = 0
            elif a1 <= a2 and b2 <= b1:
                {{completion}}
            else:
                intersection = min(b2 - a1, b1 - a2) + 1

            res = max(res, size - intersection)

    print(res * 2)


for _ in range(int(stdin.readline())):
    solve()
",intersection = b2 - a2 + 1,"intersection = min(b2 - a1, b1 - a2)"
"import sys
input = sys.stdin.buffer.readline

def solve():
	n, m = map(int, input().split())
	l, r, leng = [0] * n, [0] * n, [0] * n
	for i in range(n):
		{{completion}}
	
	ans = max(0, max(leng) - min(leng))
	
	maxL = max(l)
	minR = min(r)
	
	for i in range(n):
		caseInside = leng[i]
		leftCase = maxL - l[i]
		rightCase = r[i] - minR
		ans = max(ans, min(caseInside, max(leftCase, rightCase)))	
	
	return ans*2


for _ in range(int(input())):
	print(solve())","l[i], r[i] = map(int, input().split())
		l[i] -= 1
		leng[i] = r[i] - l[i]","l[i], r[i], leng[i] = map(int, input().split())
	
	for i in range(n):
		leng[i] = max(l[i], r[i])"
for s in[*open(0)][2::2]:{{completion}},"print(len({*zip(s,s[1:-1])}))","
    melodies+=s
print(melodies)

<|/ file ext=.py source=github |>"
"for x in [*open(0)][2::2]:
    {{completion}}","print(len({*zip(x[:-2],x[1:-1])}))","melody = [x.strip() for x in input().split()]
    melody = ''.join(melody)
    melody = [melody[i:i+2] for i in range(0, len(melody)-2, 2)]
    melody = ''.join(melody)
    melody = [melody[i:i+2] for i in range(0, len(melody)-2, 2)]
    melody = ''.join(melody)
    melody = [melody[i:i+2] for i in range(0, len(melody)-2, 2)]
    melody = ''.join(melody)
    melody = [melody[i:i+2] for i in range(0, len(melody)-2, 2)]
"
for r in[*open(0)][2::2]:{{completion}},"print(len({*zip(r,r[1:-1])}))","
    melody = [*open(0)][r::2]
    melody = [*open(0)][r::2]
    melody = [*open(0)][r::2]
    melody = [*open(0)][r::2]
    melody = [*open(0)][r::2]
    melody = [*open(0)][r::2]
    melody = [*open(0)][r::2]
    melody = [*open(0)][r::2]
    melody = [*open(0)][r::2]
    melody = [*open(0)][r"
"import sys

input = sys.stdin.readline

for _ in range(int(input())):
    n = int(input())
    m1, m2, m3 = 1e19, 1e19, 1e19
    for i in range(n):
        n, a = input().split()
        if a == ""01"":
            {{completion}}
        if a == ""10"":
            m2 = min(m2, int(n))
        if a == ""11"":
            m3 = min(m3, int(n))
    if min(m1 + m2, m3) == 1e19:
        print(-1)
        continue
    print(min(m1 + m2, m3))","m1 = min(m1, int(n))","d1 = int(n)
        if a == ""10"":
            m2 = min(m2, int(n))
        if a == ""11"":
            m3 = min(m3, int(n))
    if min(m1 + m2, m3) == 1e19:
        print(-1)
        continue
    print(min(m1 + m2, m3))
<|/ q dscore=0 |>
<| c |>
Please post the code you have written so far.
<|/ c |>
<| c |>
Please post the code you have written so far.
<|/ c |>
<| c |>
Please post the code you have written so far.
<|/ c |>
<| c |>
"
"import sys
input = sys.stdin.readline

def solve():
    n = int(input())
    mapper = {}
    mapper[""00""] = 1e9
    mapper[""01""] = 1e9
    mapper[""10""] = 1e9
    mapper[""11""] = 1e9
    for _ in range(n):
        {{completion}}

    ans = min(mapper[""11""], mapper[""10""] + mapper[""01""])
    print(-1 if ans==1e9 else ans)

t = int(input())
for _ in range(t):
    solve()     
","time, skills = input().split();
        time = int(time)
        mapper[skills] = min(mapper[skills],time)","book, minutes = input().split()
        mapper[book] = int(minutes)"
"from sys import stdin
import math

def main():
    t = int(stdin.readline().strip())
    for _ in range(t):
        n = int(stdin.readline().strip())
        skillOne, skillTwo, final = math.inf, math.inf, math.inf
        for _ in range(n):
            m, s = stdin.readline().strip().split()
            if s == '11':
                if int(m) < final:
                    final = int(m)
            else:
                if s[0] == '1' and skillOne > int(m):
                    {{completion}}
                if s[1] == '1' and skillTwo > int(m):
                    skillTwo = int(m)
        if final == math.inf and (skillOne == math.inf or skillTwo == math.inf):
            print(-1)
        elif final < skillOne + skillTwo:
            print(final)
        else:
            print(skillOne + skillTwo)
        
main()",skillOne = int(m),"skillOne = int(m)
                elif s[0] == '2' and skillTwo > int(m):
                    skillTwo = int(m)
                elif s[0] == '1' and skillOne > int(m):
                    skillOne = int(m)
                elif s[0] == '2' and skillTwo > int(m):
                    skillTwo = int(m)
                elif s[0] == '1' and skillOne > int(m):
                    skillOne = int(m)
                elif s[0] == '2' and skillTwo > int(m):
                    skillTwo = int(m)
                elif s[0] == '1' and skillOne > int(m):
                    skillOne = int(m)
                elif s[0] == '2' and skillTwo > int(m):
                    skillTwo = int(m)
                elif s[0] == '1"
"import sys
input = sys.stdin.buffer.readline

MOD = 998244353


k = int(input())
n = 1 << k

a = list(map(int, input().split()))

ans = 1

while ans and n != 1:
    a_new = []
    placed = 0

    for i in range(0, n, 2):
        if a[i] > a[i + 1]:
            a[i], a[i + 1] = a[i + 1], a[i]

        if a[i+1] == -1:
            ans = ans * 2 % MOD
            a_new.append(-1)
            placed += 1
        elif a[i] == -1:
            if a[i+1] <= n//2:
                placed += 1
                a_new.append(a[i+1])
            else:
                {{completion}}
        else:
            if a[i + 1] > n//2 >= a[i]:
                a_new.append(a[i])
            else:
                ans = 0

    for i in range(2, placed+1):
        ans = ans * i % MOD

    a = a_new
    n >>= 1

print(ans)
",a_new.append(-1),"ans = ans * 2 % MOD
                a_new.append(-1)
                placed += 1"
"import sys

def fact(n):
    ret=1
    for i in range(n):
        ret=(ret*(i+1))%mod
    return ret

def calc(a,k):
    global ans
    next=[]
    ng=pow(2,k-1)
    ok=pow(2,k)
    cho=ng
    cnt=0
    for i in range(0,ok,2):
        if ng<a[i]<=ok and ng<a[i+1]<=ok:
            print(0)
            sys.exit()
        if a[i]!=-1 and a[i+1]!=-1:
            if ng<a[i]<=ok:
                cho-=1
                next.append(a[i+1])
            elif ng<a[i+1]<=ok:
                cho-=1
                next.append(a[i])
            else:
                print(0)
                sys.exit()
        elif a[i]==-1 and a[i+1]==-1:
            cnt+=1
            next.append(-1)
        else:
            if ng<a[i]<=ok:
                cho-=1
                next.append(a[i+1])
            elif ng<a[i+1]<=ok:
                {{completion}}
            elif a[i]==-1:
                next.append(a[i+1])
            elif a[i+1]==-1:
                next.append(a[i])
    ans=(ans*fact(cho)*pow(2,cnt,mod))%mod
    if len(next)!=1:
        calc(next,k-1)

ans=1
mod=998244353
k=int(input())
a=list(map(int,input().split()))
if k==0:
    print(1)
    sys.exit()
calc(a,k)
print(ans)","cho-=1
                next.append(a[i])","cho-=1
                next.append(a[i])
            else:
                print(0)
                sys.exit()
    if len(next)!=1:
        calc(next,k-1)
    else:
        cho+=1
        next.append(-1)
    ans=cho
    cho=ng
    cnt=0
    for i in range(0,ok,2):
        if ng<a[i]<=ok and ng<a[i+1]<=ok:
            print(0)
            sys.exit()
        if a[i]!=-1 and a[i+1]!=-1:
            if ng<a[i]<=ok:
                cho-=1
                next.append(a[i+1])
            elif ng<a[i+1]<=ok:
                cho-=1
                next.append("
